country_name,country_code,year,port_teu
"Somalia, Fed. Rep.",SOM,2018,115339.8
Serbia,SRB,2018,
Sub-Saharan Africa (excluding high income),SSA,2018,17329489.4
South Sudan,SSD,2018,
Sub-Saharan Africa,SSF,2018,17435527.6
Small states,SST,2018,9241799.374
Sao Tome and Principe,STP,2018,47989.86
Suriname,SUR,2018,110000.0
Slovak Republic,SVK,2018,
Slovenia,SVN,2018,988499.0
Sweden,SWE,2018,1600175.0
Eswatini,SWZ,2018,
Sint Maarten (Dutch part),SXM,2018,101100.0
Seychelles,SYC,2018,106038.2
Syrian Arab Republic,SYR,2018,332532.0
Turks and Caicos Islands,TCA,2018,
Chad,TCD,2018,
East Asia & Pacific (IDA & IBRD countries),TEA,2018,301992244.814
Europe & Central Asia (IDA & IBRD countries),TEC,2018,20918836.0142
Togo,TGO,2018,1395730.0
Thailand,THA,2018,10371645.0
Tajikistan,TJK,2018,
Turkmenistan,TKM,2018,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,50293047.5
Timor-Leste,TLS,2018,47574.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2018,24182394.9
Tonga,TON,2018,105190.3
South Asia (IDA & IBRD),TSA,2018,27025800.5
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,17435527.6
Trinidad and Tobago,TTO,2018,438703.0
Tunisia,TUN,2018,493366.0
Turkiye,TUR,2018,10801305.0
Tuvalu,TUV,2018,6188.291
Tanzania,TZA,2018,705231.0
Uganda,UGA,2018,
Ukraine,UKR,2018,845152.0
Upper middle income,UMC,2018,335017325.9152
Uruguay,URY,2018,797874.0
United States,USA,2018,54483231.0
Uzbekistan,UZB,2018,
St. Vincent and the Grenadines,VCT,2018,18107.0
"Venezuela, RB",VEN,2018,592374.0
British Virgin Islands,VGB,2018,56317.36
Virgin Islands (U.S.),VIR,2018,
Viet Nam,VNM,2018,13394390.0
Vanuatu,VUT,2018,106680.4
World,WLD,2018,786889621.1772
Samoa,WSM,2018,37091.0
Kosovo,XKX,2018,
"Yemen, Rep.",YEM,2018,398999.0
South Africa,ZAF,2018,4892423.0
Zambia,ZMB,2018,
Zimbabwe,ZWE,2018,
Aruba,ABW,2019,63870.0
Africa Eastern and Southern,AFE,2019,
Afghanistan,AFG,2019,
Africa Western and Central,AFW,2019,8601610.13
Angola,AGO,2019,651273.0
Albania,ALB,2019,145762.0
Andorra,AND,2019,
Arab World,ARB,2019,56713766.355
United Arab Emirates,ARE,2019,18802000.0
Argentina,ARG,2019,1833964.0
Armenia,ARM,2019,
American Samoa,ASM,2019,76200.0
Antigua and Barbuda,ATG,2019,27657.0
Australia,AUS,2019,8778913.0
Austria,AUT,2019,
Azerbaijan,AZE,2019,
Burundi,BDI,2019,
Belgium,BEL,2019,12389876.0
Benin,BEN,2019,510895.6
Burkina Faso,BFA,2019,
Bangladesh,BGD,2019,3145919.0
Bulgaria,BGR,2019,261934.0
Bahrain,BHR,2019,418933.0
"Bahamas, The",BHS,2019,1555798.0
Bosnia and Herzegovina,BIH,2019,
Belarus,BLR,2019,
Belize,BLZ,2019,20259.0
Bermuda,BMU,2019,4006.0
Bolivia,BOL,2019,
Brazil,BRA,2019,10704669.0
Barbados,BRB,2019,98435.0
Brunei Darussalam,BRN,2019,117901.0
Bhutan,BTN,2019,
Botswana,BWA,2019,
Central African Republic,CAF,2019,
Canada,CAN,2019,7000133.0
Central Europe and the Baltics,CEB,2019,6676076.0
Switzerland,CHE,2019,121366.0
Channel Islands,CHI,2019,
Chile,CHL,2019,4641633.0
China,CHN,2019,237570000.0
Cote d'Ivoire,CIV,2019,994646.0
Cameroon,CMR,2019,370685.0
"Congo, Dem. Rep.",COD,2019,42211.0
"Congo, Rep.",COG,2019,921000.0
Colombia,COL,2019,4316862.0
Comoros,COM,2019,54358.54
Cabo Verde,CPV,2019,91683.0
Costa Rica,CRI,2019,1300785.0
Caribbean small states,CSS,2019,2406965.25
Cuba,CUB,2019,322431.0
Curacao,CUW,2019,
Cayman Islands,CYM,2019,
Cyprus,CYP,2019,389962.0
Czechia,CZE,2019,
Germany,DEU,2019,15022386.0
Djibouti,DJI,2019,917000.0
Dominica,DMA,2019,7409.0
Denmark,DNK,2019,880039.0
Dominican Republic,DOM,2019,1894225.0
Algeria,DZA,2019,1793990.0
East Asia & Pacific (excluding high income),EAP,2019,313565752.08
Early-demographic dividend,EAR,2019,117696666.26
East Asia & Pacific,EAS,2019,449307187.96
Europe & Central Asia (excluding high income),ECA,2019,
Europe & Central Asia,ECS,2019,128186701.316
Ecuador,ECU,2019,2194042.0
"Egypt, Arab Rep.",EGY,2019,7403472.0
Euro area,EMU,2019,94346890.0
Eritrea,ERI,2019,27452.8
Spain,ESP,2019,17464920.0
Estonia,EST,2019,241338.0
Ethiopia,ETH,2019,
European Union,EUU,2019,100824745.0
Fragile and conflict affected situations,FCS,2019,10122492.75
Finland,FIN,2019,1628170.0
Fiji,FJI,2019,145782.4
France,FRA,2019,5827493.0
Faroe Islands,FRO,2019,31214.33
"Micronesia, Fed. Sts.",FSM,2019,25234.09
Gabon,GAB,2019,192998.0
United Kingdom,GBR,2019,10508000.0
Georgia,GEO,2019,601491.0
Ghana,GHA,2019,1079247.0
Gibraltar,GIB,2019,10870.46
Guinea,GIN,2019,248659.0
"Gambia, The",GMB,2019,71469.72
Guinea-Bissau,GNB,2019,28699.98
Equatorial Guinea,GNQ,2019,13851.0
Greece,GRC,2019,6151556.0
Grenada,GRD,2019,12343.0
Greenland,GRL,2019,6144.526
Guatemala,GTM,2019,1529010.0
Guam,GUM,2019,
Guyana,GUY,2019,58543.0
High income,HIC,2019,372388253.441
"Hong Kong SAR, China",HKG,2019,18360000.0
Honduras,HND,2019,790707.0
Heavily indebted poor countries (HIPC),HPC,2019,
Croatia,HRV,2019,348435.0
Haiti,HTI,2019,177075.5
Hungary,HUN,2019,
IBRD only,IBD,2019,427019987.41
IDA & IBRD total,IBT,2019,458011532.02
IDA total,IDA,2019,30991544.61
IDA blend,IDB,2019,8977898.4
Indonesia,IDN,2019,12615422.0
IDA only,IDX,2019,
Isle of Man,IMN,2019,
India,IND,2019,17487621.0
Not classified,INX,2019,
Ireland,IRL,2019,1063489.0
"Iran, Islamic Rep.",IRN,2019,1503495.0
Iraq,IRQ,2019,932728.6
Iceland,ISL,2019,330292.0
Israel,ISR,2019,2917000.0
Italy,ITA,2019,10789337.0
Jamaica,JAM,2019,1647609.0
Jordan,JOR,2019,798160.0
Japan,JPN,2019,23276482.0
Kazakhstan,KAZ,2019,
Kenya,KEN,2019,1417000.0
Kyrgyz Republic,KGZ,2019,
Cambodia,KHM,2019,639211.0
Kiribati,KIR,2019,52099.86
St. Kitts and Nevis,KNA,2019,13629.25
"Korea, Rep.",KOR,2019,28959959.0
Kuwait,KWT,2019,959575.625
Latin America & Caribbean (excluding high income),LAC,2019,35871020.0
Lao PDR,LAO,2019,
Lebanon,LBN,2019,1293888.0
Liberia,LBR,2019,91453.84
Libya,LBY,2019,271230.6
St. Lucia,LCA,2019,39238.0
Latin America & Caribbean,LCN,2019,53956658.22
Least developed countries: UN classification,LDC,2019,
Low income,LIC,2019,
Liechtenstein,LIE,2019,
Sri Lanka,LKA,2019,7230000.0
Lower middle income,LMC,2019,85420355.0
Low & middle income,LMY,2019,434004928.31
Lesotho,LSO,2019,
Late-demographic dividend,LTE,2019,370253133.425
Lithuania,LTU,2019,703000.0
Luxembourg,LUX,2019,
Latvia,LVA,2019,449850.0
"Macao SAR, China",MAC,2019,
St. Martin (French part),MAF,2019,
Morocco,MAR,2019,6068803.0
Monaco,MCO,2019,
Moldova,MDA,2019,818.0
Madagascar,MDG,2019,199712.5
Maldives,MDV,2019,107728.2
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2019,66443632.825
Mexico,MEX,2019,7113878.0
Marshall Islands,MHL,2019,30711.22
Middle income,MIC,2019,430248111.47
North Macedonia,MKD,2019,
Mali,MLI,2019,
Malta,MLT,2019,2813023.0
Myanmar,MMR,2019,1128353.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2019,25397009.2
Montenegro,MNE,2019,15744.0
Mongolia,MNG,2019,
Northern Mariana Islands,MNP,2019,44951.82
Mozambique,MOZ,2019,411938.0
Mauritania,MRT,2019,84457.99
Mauritius,MUS,2019,469011.0
Malawi,MWI,2019,
Malaysia,MYS,2019,26215322.0
North America,NAC,2019,62715462.0
Namibia,NAM,2019,142957.0
New Caledonia,NCL,2019,111875.0
Niger,NER,2019,
Nigeria,NGA,2019,1627142.0
Nicaragua,NIC,2019,175370.0
Netherlands,NLD,2019,15198050.0
Norway,NOR,2019,837457.0
Nepal,NPL,2019,
Nauru,NRU,2019,5327.06
New Zealand,NZL,2019,3430977.0
OECD members,OED,2019,267181829.0
Oman,OMN,2019,4890471.0
Other small states,OSS,2019,5805306.0
Pakistan,PAK,2019,3150000.0
Panama,PAN,2019,7346859.0
Peru,PER,2019,2677239.0
Philippines,PHL,2019,9333428.0
Palau,PLW,2019,16399.0
Papua New Guinea,PNG,2019,
Poland,POL,2019,3046483.0
Pre-demographic dividend,PRE,2019,12268911.57
Puerto Rico (US),PRI,2019,1451950.0
"Korea, Dem. People's Rep.",PRK,2019,
Portugal,PRT,2019,2907005.0
Paraguay,PRY,2019,37795.5
West Bank and Gaza,PSE,2019,
Pacific island small states,PSS,2019,605131.14
Post-demographic dividend,PST,2019,290602993.0
French Polynesia,PYF,2019,69166.0
Qatar,QAT,2019,1340000.0
Romania,ROU,2019,666036.0
Russian Federation,RUS,2019,4967133.0
Rwanda,RWA,2019,
South Asia,SAS,2019,27971268.2
Saudi Arabia,SAU,2019,8905621.0
Sudan,SDN,2019,422597.0
Senegal,SEN,2019,695698.0
Singapore,SGP,2019,37195000.0
Solomon Islands,SLB,2019,128035.7
Sierra Leone,SLE,2019,78413.0
El Salvador,SLV,2019,249472.0
San Marino,SMR,2019,
"Somalia, Fed. Rep.",SOM,2019,92238.0
Serbia,SRB,2019,
Sub-Saharan Africa (excluding high income),SSA,2019,17837376.83
South Sudan,SSD,2019,
Sub-Saharan Africa,SSF,2019,17991800.23
Small states,SST,2019,8817402.39
Sao Tome and Principe,STP,2019,49552.86
Suriname,SUR,2019,109200.0
Slovak Republic,SVK,2019,
Slovenia,SVN,2019,959000.0
Sweden,SWE,2019,1623363.0
Eswatini,SWZ,2019,
Sint Maarten (Dutch part),SXM,2019,105200.0
Seychelles,SYC,2019,154423.4
Syrian Arab Republic,SYR,2019,325097.0
Turks and Caicos Islands,TCA,2019,
Chad,TCD,2019,
East Asia & Pacific (IDA & IBRD countries),TEA,2019,313587478.14
Europe & Central Asia (IDA & IBRD countries),TEC,2019,22652523.0
Togo,TGO,2019,1500611.0
Thailand,THA,2019,10130294.0
Tajikistan,TJK,2019,
Turkmenistan,TKM,2019,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,50411453.25
Timor-Leste,TLS,2019,53289.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2019,25397009.2
Tonga,TON,2019,76853.95
South Asia (IDA & IBRD),TSA,2019,27971268.2
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,17991800.23
Trinidad and Tobago,TTO,2019,446232.0
Tunisia,TUN,2019,474222.0
Turkiye,TUR,2019,11591414.0
Tuvalu,TUV,2019,5150.0
Tanzania,TZA,2019,726431.0
Uganda,UGA,2019,
Ukraine,UKR,2019,1007273.0
Upper middle income,UMC,2019,344827756.47
Uruguay,URY,2019,749562.0
United States,USA,2019,55711323.0
Uzbekistan,UZB,2019,
St. Vincent and the Grenadines,VCT,2019,18222.0
"Venezuela, RB",VEN,2019,179529.0
British Virgin Islands,VGB,2019,45955.97
Virgin Islands (U.S.),VIR,2019,
Viet Nam,VNM,2019,15297028.0
Vanuatu,VUT,2019,77435.86
World,WLD,2019,806572710.751
Samoa,WSM,2019,42102.0
Kosovo,XKX,2019,
"Yemen, Rep.",YEM,2019,464923.0
South Africa,ZAF,2019,4529034.0
Zambia,ZMB,2019,
Zimbabwe,ZWE,2019,
